yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
1980,0,34,0,3,2.5,2850,7130,2,0,0,3,10,1990,860,98122,47.603,-122.289,2280,6459,1,9980,783500,0
2011,0,4,0,5,2.75,3380,8179,2,0,0,3,9,3380,0,98059,47.4827,-122.135,2840,8179,1,11559,600000,0
2014,0,0,0,5,2.75,4450,9600,2,0,0,3,9,3650,800,98011,47.7336,-122.21,4000,9750,1,14050,845950,0
1993,0,21,0,3,2.5,2420,9592,2,0,0,3,8,1780,640,98059,47.5093,-122.153,2420,9145,0,12012,441500,0
1956,0,58,0,4,1.5,1550,9176,1,0,0,3,7,1000,550,98008,47.6005,-122.129,1730,8539,0,10726,418000,0
1968,0,46,0,3,1,1040,16986,1,0,0,4,7,1040,0,98059,47.4812,-122.097,1660,16986,0,18026,314950,0
1929,0,85,0,3,1,2020,4120,1.5,0,0,4,7,1520,500,98118,47.5514,-122.271,1200,4635,0,6140,552500,0
1967,0,47,0,4,2.5,2480,12688,1,0,0,4,9,1820,660,98004,47.6344,-122.205,2910,11979,1,15168,1010000,0
1935,1963,80,52,4,1.5,2190,8296,2,0,0,3,7,2190,0,98136,47.5158,-122.385,1160,8160,0,10486,565000,0
1941,0,74,0,3,1.75,1710,5913,1,0,0,4,8,1120,590,98199,47.6481,-122.406,2920,5922,0,7623,675000,0
1960,0,55,0,3,1,2320,6750,1,0,0,3,7,1160,1160,98118,47.5327,-122.276,1230,6075,0,9070,335000,0
1983,0,31,0,3,2.25,1760,10013,2,0,0,4,8,1760,0,98056,47.5336,-122.189,1810,9768,0,11773,450000,0
1969,0,45,0,3,1,1070,10563,1,0,0,3,7,1070,0,98072,47.7687,-122.166,1840,9638,0,11633,330000,0
1965,0,49,0,5,2,2190,9072,1,0,0,5,7,1110,1080,98052,47.6696,-122.149,1660,8327,0,11262,600000,0
1978,0,37,0,3,2.5,1230,23522,1,0,0,4,7,1230,0,98059,47.515,-122.162,2340,23522,0,24752,425000,0
1927,0,88,0,4,4,3860,67953,2,0,2,4,12,3860,0,98177,47.7469,-122.378,4410,128066,1,71813,1760000,1
1924,0,90,0,1,1,470,63737,1,0,2,5,5,470,0,98022,47.2163,-121.984,1350,46762,0,64207,192500,0
2004,0,10,0,3,2.5,2120,4780,2,0,0,3,7,2120,0,98053,47.681,-122.032,1690,2650,0,6900,575000,0
1974,0,41,0,2,1.75,1315,2162,2,0,0,4,8,1315,0,98028,47.752,-122.253,1640,2128,0,3477,347000,0
1959,0,55,0,5,2,2740,3838,1,0,0,4,7,1370,1370,98117,47.6819,-122.393,1660,4040,0,6578,510000,0
1961,0,53,0,4,2.75,2840,11900,1,0,3,4,9,1640,1200,98136,47.5271,-122.386,2790,10070,1,14740,790000,0
2003,0,12,0,4,2.5,3140,8455,2,0,0,3,8,3140,0,98059,47.4866,-122.147,3140,7391,0,11595,529888,0
1990,0,25,0,4,2.75,2610,8967,2,0,0,4,8,2610,0,98042,47.3747,-122.124,2390,7852,0,11577,372000,0
1966,0,49,0,5,2.25,2560,10360,1,0,0,4,8,1870,690,98008,47.5819,-122.126,2070,7875,0,12920,667000,0
2001,0,14,0,4,2.5,2980,5896,2,0,0,3,8,2980,0,98053,47.6872,-122.036,2900,5712,0,8876,610000,0
1947,1977,68,38,2,1,1800,119790,1,0,0,4,7,1200,600,98027,47.4617,-122.012,2320,79208,0,121590,390000,0
1959,0,55,0,3,2,1670,11337,1,0,1,4,7,1670,0,98033,47.6602,-122.188,2210,11337,0,13007,555565,0
1926,0,89,0,5,1.75,2360,8642,1.5,0,0,5,7,2060,300,98133,47.7617,-122.335,1950,8491,0,11002,302000,0
1949,0,66,0,2,1,720,8914,1,0,0,3,6,720,0,98188,47.4488,-122.274,1100,8916,0,9634,179000,0
1961,0,53,0,3,1,1070,10125,1,0,0,3,7,1070,0,98033,47.7012,-122.167,1540,10200,0,11195,357500,0
1931,0,83,0,2,1,990,4920,1,0,0,3,6,990,0,98117,47.6939,-122.368,990,4960,0,5910,430000,0
2014,0,0,0,3,1.75,1410,1899,2,0,0,3,8,1410,0,98106,47.5171,-122.347,1410,1811,0,3309,267800,0
1917,0,97,0,3,1,1100,7470,1,0,0,4,5,1100,0,98065,47.5242,-121.831,1280,7055,0,8570,250000,0
1969,0,45,0,4,2.5,3160,7210,1,0,0,4,7,1880,1280,98034,47.7368,-122.183,2070,7560,0,10370,467500,0
1923,0,91,0,3,1.75,1410,5000,1,0,0,4,7,810,600,98107,47.6727,-122.395,1760,5000,0,6410,550000,0
1922,0,92,0,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,98103,47.6636,-122.33,1810,3277,0,5887,1000000,0
2014,0,1,0,3,2.5,1680,1620,2,0,0,3,9,1120,560,98119,47.6425,-122.374,1610,1618,1,3300,629950,0
1923,0,92,0,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,98109,47.643,-122.355,2190,3880,0,5990,988000,0
1971,0,43,0,3,1,1070,6440,1,0,0,4,7,1070,0,98023,47.3186,-122.373,1190,6532,0,7510,194000,0
1983,0,31,0,3,2.25,1800,6680,2,0,0,3,8,1800,0,98034,47.7293,-122.223,1630,8621,0,8480,436000,0
1939,0,76,0,3,1.5,2440,5750,1,0,0,3,8,1320,1120,98115,47.6991,-122.296,2160,6820,0,8190,875000,0
1977,0,37,0,3,2.25,1850,7923,1,0,0,4,7,1150,700,98033,47.7011,-122.171,1780,7420,0,9773,461000,0
1986,0,28,0,4,2.75,3040,7274,2,0,3,3,9,2320,720,98125,47.7184,-122.28,2830,10080,1,10314,640000,0
1950,0,64,0,4,2.25,2010,7200,1,0,1,4,8,1010,1000,98118,47.5591,-122.267,2010,7200,0,9210,800000,0
1913,1957,102,58,3,1,1150,8000,1.5,0,0,4,6,1150,0,98001,47.2749,-122.252,1170,9600,0,9150,168000,0
1915,0,99,0,2,1,740,4459,1,0,2,3,5,740,0,98116,47.5704,-122.409,1490,4700,0,5199,295000,0
1937,0,77,0,3,2.5,1760,8584,1.5,0,0,5,7,1760,0,98148,47.4612,-122.325,2160,8584,0,10344,289950,0
2005,0,9,0,3,2.5,2810,5400,2,0,0,3,9,2810,0,98052,47.7065,-122.118,2870,5400,1,8210,739000,0
1905,0,109,0,5,1.75,2300,6720,2,0,0,3,7,2300,0,98108,47.528,-122.32,1200,6000,0,9020,400000,0
1964,0,50,0,5,2.75,2810,13144,1,0,0,3,8,1440,1370,98007,47.6199,-122.141,2480,13144,0,15954,555000,0
2006,0,8,0,4,2.75,3140,7258,2,0,1,3,10,3140,0,98034,47.7064,-122.232,2990,13600,1,10398,920000,0
2014,0,0,0,3,2.5,1410,1332,2,0,0,3,7,960,450,98108,47.5683,-122.314,1410,1343,0,2742,295500,0
2014,0,0,0,3,1.75,1140,1165,2,0,0,3,8,1140,0,98108,47.5638,-122.295,1150,1552,0,2305,230000,0
1992,0,22,0,4,2.5,3290,11446,2,0,0,3,8,3290,0,98028,47.7399,-122.234,2050,11933,0,14736,520000,0
1974,0,40,0,4,2,1800,13551,1,0,0,4,7,1800,0,98059,47.4721,-122.128,1730,13551,0,15351,305000,0
1993,0,22,0,3,2.5,1750,6725,1,0,0,3,7,1330,420,98038,47.352,-122.058,1670,7744,0,8475,199000,0
1957,0,57,0,3,1.75,1150,7700,1,0,0,3,7,1150,0,98008,47.6048,-122.121,1650,8000,0,8850,415950,0
1996,0,18,0,3,2.25,1765,7652,2,0,0,3,7,1765,0,98003,47.3072,-122.328,1765,7719,0,9417,250000,0
1912,1993,102,21,3,2,1340,4320,1,0,0,3,5,920,420,98002,47.299,-122.228,980,6480,0,5660,186000,0
1952,0,62,0,3,2,2190,5400,1,0,2,5,7,1260,930,98107,47.6737,-122.4,2160,5400,0,7590,769950,0
2007,0,7,0,3,2,1420,1369,2.5,0,0,3,9,1340,80,98109,47.6472,-122.357,1540,2168,1,2789,550000,0
1983,0,31,0,3,1.5,1180,10277,1,0,0,3,6,1180,0,98045,47.488,-121.787,1680,11104,0,11457,275000,0
1984,0,30,0,4,2.25,2180,7297,2,0,0,3,8,2180,0,98074,47.6459,-122.058,2250,9781,0,9477,610750,0
1959,0,55,0,3,1.5,2110,5195,1,0,0,3,7,1210,900,98118,47.5283,-122.286,1950,5195,0,7305,369000,0
1989,0,25,0,3,2.5,2210,7557,2,0,0,3,9,2210,0,98023,47.3079,-122.393,2440,8641,1,9767,330000,0
2005,0,9,0,2,2.25,1060,1208,2,0,0,3,8,940,120,98102,47.6371,-122.327,1300,1169,0,2268,499950,0
2007,0,7,0,3,2.5,2390,47480,2,0,0,3,9,2390,0,98058,47.4517,-122.084,1720,44866,1,49870,460000,0
1950,0,64,0,3,1.5,1740,6988,1,0,0,3,7,1600,140,98133,47.7211,-122.33,1650,7500,0,8728,435000,0
1925,0,90,0,2,1,710,4618,1,0,1,3,5,710,0,98199,47.64,-122.394,1810,4988,0,5328,375000,0
1992,0,23,0,4,2.5,2540,12843,2,0,0,3,9,2540,0,98030,47.3866,-122.169,2410,9383,1,15383,350900,0
1997,0,18,0,4,2.5,2390,6111,2,0,0,3,8,2390,0,98030,47.3677,-122.173,2520,6500,0,8501,338500,0
1917,0,97,0,2,1,1030,5000,1,0,0,5,6,1030,0,98107,47.6585,-122.363,1550,5000,0,6030,455000,0
1964,0,50,0,3,2,2360,12744,2,0,0,5,7,2360,0,98059,47.483,-122.164,1650,8625,0,15104,435000,0
1992,0,23,0,3,2,2320,65340,1.5,0,0,3,9,2320,0,98074,47.6106,-122.055,3100,59603,1,67660,870000,0
2003,0,11,0,3,2.5,2370,7875,2,0,0,3,9,2370,0,98065,47.5427,-121.863,2660,7752,1,10245,522500,0
1952,0,63,0,2,1.75,1530,4387,1,0,0,3,8,1020,510,98115,47.6726,-122.264,1870,5029,0,5917,700180,0
1993,0,21,0,4,2.5,2100,8501,2,0,0,5,7,2100,0,98022,47.1951,-122.01,2130,8560,0,10601,344000,0
1953,0,62,0,2,1,1020,4002,1,0,0,5,7,1020,0,98116,47.5828,-122.395,1780,5000,0,5022,460000,0
1992,0,22,0,3,2.5,1690,7165,2,0,0,4,7,1690,0,98038,47.3498,-122.058,1410,8590,0,8855,270000,0
1997,0,17,0,4,2.5,3200,3600,3,0,3,4,9,2600,600,98119,47.632,-122.369,2490,4080,1,6800,1450000,1
1906,0,108,0,4,3.25,2470,4760,1.5,0,0,5,9,1890,580,98112,47.6331,-122.31,2470,4760,1,7230,1330000,1
1968,0,47,0,4,1.75,2370,10140,1,0,0,3,7,1460,910,98001,47.3352,-122.278,1450,7800,0,12510,305000,0
1991,0,23,0,4,2.5,1840,15496,2,0,0,3,8,1840,0,98059,47.4683,-122.07,1840,15040,0,17336,390000,0
1915,1994,100,21,2,2.5,2330,3000,2,0,3,3,8,2330,0,98144,47.5953,-122.294,1760,4000,0,5330,577500,0
1999,0,15,0,5,3.75,3580,14275,2,0,0,3,10,3190,390,98027,47.5322,-122.056,2740,14300,1,17855,765000,0
1900,0,114,0,2,1,920,5850,1,0,0,4,6,920,0,98108,47.5441,-122.304,1640,5476,0,6770,285000,0
1964,0,50,0,3,2.5,2540,11562,1,0,1,3,8,1290,1250,98028,47.7614,-122.229,2230,10310,0,14102,374950,0
1987,0,28,0,3,2.75,2090,9620,1,0,0,3,8,1340,750,98023,47.2741,-122.337,2150,9660,0,11710,310000,0
1979,0,35,0,5,3.25,3970,8029,2,0,2,3,9,2970,1000,98177,47.7764,-122.385,2520,8214,1,11999,995000,0
1987,0,27,0,3,2,1810,10684,2,0,0,3,8,1810,0,98058,47.4619,-122.153,2140,9657,0,12494,252500,0
1980,0,35,0,4,2.25,2250,13500,2,0,0,4,9,2250,0,98007,47.621,-122.151,2730,13500,1,15750,801501,0
1983,0,32,0,4,2.25,2170,8240,2,0,1,4,8,2170,0,98006,47.5634,-122.128,2600,9898,0,10410,648000,0
1950,0,64,0,2,1.75,1740,7290,1,0,0,3,8,1280,460,98199,47.6461,-122.397,1820,6174,0,9030,550000,0
1952,0,63,0,3,1.75,1480,9603,1,0,0,3,7,1480,0,98004,47.5915,-122.202,2660,10766,0,11083,641000,0
1973,0,41,0,3,2.5,2740,83199,2,0,4,3,9,2740,0,98032,47.3581,-122.266,2500,29269,1,85939,400000,0
2001,0,13,0,4,2.5,1780,5822,2,0,0,3,7,1780,0,98058,47.4455,-122.169,1990,4092,0,7602,311000,0
1984,0,30,0,3,2,1530,6773,1,0,0,4,8,1530,0,98033,47.6653,-122.194,2240,7201,0,8303,595000,0
1967,0,47,0,4,2,1690,7728,1.5,0,0,4,7,1690,0,98198,47.3666,-122.318,1480,8009,0,9418,207000,0
1986,0,28,0,3,2.25,1180,9630,2,0,0,3,7,1180,0,98028,47.7352,-122.232,2660,5979,0,10810,342400,0
2007,0,7,0,4,2.5,2550,6382,2,0,0,3,7,2550,0,98065,47.5202,-121.87,2430,5900,0,8932,492000,0
1986,0,29,0,3,1.5,1380,6657,2,0,0,3,7,1380,0,98034,47.7085,-122.217,1420,8187,0,8037,455000,0
2013,0,1,0,4,2.75,2910,6334,2,0,0,3,8,2910,0,98045,47.4826,-121.771,2790,6352,0,9244,499990,0
1922,0,92,0,2,1,740,7680,1,0,0,4,6,740,0,98126,47.5245,-122.371,1080,7680,0,8420,350000,0
1918,0,97,0,3,2.75,3180,3680,2,0,0,4,9,2190,990,98126,47.577,-122.38,2000,3680,1,6860,850000,0
1980,0,35,0,2,2.25,1640,2240,2,0,0,3,8,1640,0,98133,47.7154,-122.341,1640,2240,0,3880,375000,0
1962,2014,52,0,4,4,2680,6000,1,0,0,3,7,1380,1300,98199,47.6557,-122.388,1930,6000,0,8680,777000,0
2004,0,11,0,3,2.5,1600,2388,2,0,0,3,8,1600,0,98027,47.5345,-122.069,1410,1287,0,3988,400000,0
1952,0,62,0,3,1.5,1590,7080,1,0,2,3,8,1310,280,98136,47.5244,-122.386,2080,7200,0,8670,720000,0
1986,0,28,0,3,2.5,1360,3188,2,0,0,3,7,1360,0,98052,47.6831,-122.096,1090,3188,0,4548,419500,0
1965,0,49,0,3,2.25,1960,8875,1,0,0,3,7,1290,670,98003,47.3344,-122.301,1890,8700,0,10835,182000,0
1999,0,15,0,4,2.5,2670,4410,2,0,0,3,8,2670,0,98075,47.5978,-122.038,2670,4410,0,7080,668000,0
2007,0,7,0,2,2.5,2350,2390,3,0,2,3,10,2000,350,98144,47.5999,-122.286,1950,2390,1,4740,1050000,0
1980,0,35,0,4,2.75,2690,8874,1,0,0,3,8,1370,1320,98023,47.3078,-122.383,1990,7875,0,11564,307450,0
2014,0,0,0,2,1.75,1110,1773,2,0,0,3,8,1110,0,98108,47.5647,-122.293,1420,2855,0,2883,229800,0
1911,0,104,0,4,2,2210,5572,1.5,0,3,3,7,1760,450,98126,47.5727,-122.376,1760,4713,0,7782,510000,0
1920,0,94,0,1,1,720,3166,1,0,0,3,6,720,0,98116,47.5811,-122.389,1140,6250,0,3886,375000,0
1948,0,67,0,3,2,2590,14052,1,0,0,5,8,1720,870,98133,47.7357,-122.333,1570,8162,0,16642,487000,0
1992,0,22,0,4,2.5,2550,6256,2,0,0,3,9,2550,0,98072,47.7742,-122.166,2460,8256,1,8806,587000,0
1978,0,36,0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,98070,47.4491,-122.453,1640,99316,0,45102,350000,0
2002,0,12,0,4,2.5,2750,6259,2,0,0,3,9,2750,0,98092,47.3304,-122.179,2810,6824,1,9009,360000,0
2013,0,2,0,3,2.5,2280,2296,3,0,0,3,9,1890,390,98112,47.6256,-122.299,1390,4000,1,4576,950000,0
1972,0,42,0,3,2.25,1780,7280,1,0,2,3,7,1340,440,98034,47.723,-122.215,2060,7280,0,9060,449500,0
1993,0,22,0,3,2.75,2220,5000,2,0,0,3,7,2220,0,98108,47.5515,-122.324,960,5000,0,7220,400000,0
1994,0,21,0,4,2.5,2570,10155,2,0,0,3,9,2570,0,98030,47.3842,-122.17,2770,10155,1,12725,379000,0
1983,0,31,0,3,1.75,1470,7650,1,0,0,3,7,1130,340,98059,47.4818,-122.161,1590,7500,0,9120,328000,0
1927,0,88,0,3,1,960,4600,1.5,0,0,4,6,960,0,98118,47.5553,-122.286,1380,5175,0,5560,457500,0
1947,0,67,0,2,1,840,3522,1,0,0,3,6,840,0,98199,47.6575,-122.395,1390,4800,0,4362,405100,0
2010,0,4,0,3,2.5,2310,7348,1,0,3,3,8,2310,0,98053,47.7116,-122.019,2310,7153,0,9658,739000,0
1955,0,59,0,3,1.75,1530,6743,1,0,0,3,7,1410,120,98116,47.5745,-122.396,2040,6000,0,8273,575000,0
1990,0,24,0,4,3.5,4390,11600,2,0,3,3,11,3060,1330,98040,47.5862,-122.246,3240,12000,1,15990,1610000,1
1913,0,102,0,3,1.75,1490,3800,1,0,0,3,6,700,790,98118,47.5554,-122.27,2180,4000,0,5290,510000,0
1953,0,62,0,4,2.25,2740,11343,1,0,2,5,10,1980,760,98125,47.7117,-122.278,2790,10027,1,14083,1040000,0
1997,0,17,0,8,5,2800,2580,2,0,0,3,8,1880,920,98122,47.6086,-122.303,1800,2580,0,5380,490000,0
1986,0,29,0,3,2.25,1630,6449,1,0,0,3,7,1310,320,98011,47.7275,-122.232,1620,7429,0,8079,445000,0
1990,0,24,0,4,2.5,2040,6034,2,0,0,3,7,2040,0,98115,47.6952,-122.323,1380,5986,0,8074,545000,0
1959,0,56,0,2,1,1050,9600,1,0,0,4,6,1050,0,98023,47.3274,-122.346,990,8880,0,10650,198500,0
2006,0,8,0,5,3,2440,4750,1,0,0,3,9,1450,990,98108,47.5485,-122.302,1420,5940,1,7190,495000,0
1918,0,97,0,3,1.75,1560,3000,1,0,0,4,6,770,790,98103,47.6846,-122.345,1390,3000,0,4560,481000,0
1954,1999,60,15,4,3,2690,28300,1,0,0,3,8,2690,0,98166,47.4458,-122.343,2820,27100,0,30990,675000,0
1972,0,42,0,3,1,970,9600,1,0,0,3,7,970,0,98045,47.4451,-121.768,1110,9600,0,10570,242000,0
1958,0,56,0,4,1.5,1280,7400,1,0,0,3,7,1280,0,98008,47.6023,-122.123,1310,7400,0,8680,367400,0
1994,0,20,0,4,2.5,1810,6509,2,0,0,3,7,1810,0,98042,47.3531,-122.143,1760,7417,0,8319,270000,0
2006,0,8,0,4,3.25,3440,7661,2,0,0,3,11,3440,0,98029,47.5429,-121.995,3580,6478,1,11101,905000,0
1950,0,65,0,3,1.5,1490,12186,1,0,0,4,7,1490,0,98155,47.7739,-122.322,1180,14285,0,13676,368888,0
1960,0,54,0,3,2,2050,9396,1,0,0,5,7,1170,880,98155,47.7447,-122.328,1680,9391,0,11446,399950,0
1973,0,41,0,3,2.25,1690,7245,1,0,1,3,7,1160,530,98003,47.3505,-122.305,1690,6720,0,8935,230500,0
2006,0,9,0,3,2.5,1610,2937,2,0,0,3,8,1610,0,98055,47.4489,-122.188,1610,3049,0,4547,290000,0
1900,0,114,0,3,2,2330,3600,1.5,0,0,4,7,1580,750,98122,47.6025,-122.303,1750,3600,0,5930,549000,0
2006,0,9,0,4,3.75,4980,18069,2,0,3,3,11,4980,0,98065,47.5348,-121.856,4080,14577,1,23049,1210000,1
1958,0,56,0,3,2,1980,6000,1,0,0,4,7,1380,600,98115,47.6921,-122.283,1260,6000,0,7980,637000,0
1949,0,65,0,2,1,820,4206,1,0,0,3,5,820,0,98125,47.7076,-122.284,1810,7200,0,5026,510000,0
2008,0,7,0,3,2.5,2380,5269,2,0,0,3,8,2380,0,98056,47.5066,-122.192,2150,7600,0,7649,445000,0
1946,0,68,0,3,1,980,6800,1,0,0,3,6,980,0,98058,47.4411,-122.186,1140,9975,0,7780,144000,0
1974,0,40,0,4,1.75,1620,8132,1,0,0,3,8,1620,0,98052,47.6788,-122.11,1920,8400,0,9752,442200,0
1981,0,33,0,3,1.75,1430,10574,2,0,0,3,7,1430,0,98011,47.7668,-122.218,1900,10450,0,12004,375000,0
1948,0,66,0,3,1,1240,5750,1,0,0,4,6,1240,0,98116,47.564,-122.398,1240,5750,0,6990,425000,0
1991,0,23,0,3,2.5,3830,48743,2,0,0,3,11,3830,0,98006,47.5663,-122.125,2950,8299,1,52573,1150000,1
1974,0,40,0,3,1.5,1740,12000,2,0,0,3,9,1740,0,98074,47.6276,-122.053,2580,12224,1,13740,539000,0
1986,0,29,0,3,2.5,1540,7739,2,0,0,4,7,1540,0,98030,47.3511,-122.169,1720,7200,0,9279,270000,0
1992,0,23,0,4,3.5,3350,19487,1,0,0,3,11,2460,890,98075,47.5796,-121.998,3360,19460,1,22837,845000,0
2003,0,11,0,4,2.5,2500,5264,2,0,0,3,7,2500,0,98038,47.3853,-122.028,1960,5250,0,7764,336500,0
1997,0,17,0,4,2.75,2000,5827,2,0,0,3,7,2000,0,98038,47.3629,-122.026,1710,6929,0,7827,236000,0
1940,0,75,0,3,1,2400,17239,1,0,0,4,7,1890,510,98028,47.75,-122.245,2390,7350,0,19639,455000,0
1962,2015,53,0,3,2.75,2660,223027,1,0,0,3,8,1330,1330,98038,47.4127,-122.071,1560,222591,0,225687,579000,0
1905,0,109,0,6,1.5,1810,4838,1.5,0,0,4,5,1050,760,98055,47.4874,-122.202,1300,4838,0,6648,230000,0
1987,0,27,0,4,2.5,2540,38677,2,0,0,3,9,2540,0,98053,47.6694,-122.044,2560,36280,1,41217,652500,0
1996,0,19,0,5,4,4460,269345,2,0,4,3,9,3330,1130,98027,47.4992,-122.06,2670,115434,1,273805,833450,0
1977,0,37,0,4,2.25,2660,22194,1,0,0,4,8,2180,480,98008,47.6142,-122.107,2660,18135,0,24854,625000,0
1968,0,46,0,4,2.5,2180,10140,1,0,0,4,7,1180,1000,98052,47.6822,-122.111,1840,9375,0,12320,540000,0
2004,0,10,0,3,2.5,1212,1174,3,0,0,3,7,1212,0,98125,47.7145,-122.311,1256,1226,0,2386,340000,0
2014,0,0,0,3,2.5,2110,1339,2,0,0,3,8,1410,700,98122,47.6088,-122.311,1630,2670,0,3449,747450,0
1948,0,66,0,1,0.75,480,9750,1,0,0,2,4,480,0,98146,47.4982,-122.362,1550,9924,0,10230,145000,0
1979,0,35,0,4,2.25,1920,8259,2,0,0,4,8,1920,0,98027,47.5616,-122.088,2030,8910,0,10179,625000,0
1999,0,15,0,3,3.5,3590,6402,2,0,0,3,10,3590,0,98074,47.6336,-122.063,3230,7305,1,9992,798000,0
2003,0,11,0,3,2.5,1440,3060,2,0,0,3,7,1440,0,98053,47.6821,-122.035,1650,3060,0,4500,421200,0
1964,0,50,0,3,2.25,1820,19602,1,0,0,4,7,1820,0,98001,47.331,-122.286,1520,8773,0,21422,277500,0
1984,0,31,0,3,2.75,3060,13554,2,0,0,3,10,3060,0,98006,47.5609,-122.106,3060,11455,1,16614,864000,0
2001,0,13,0,3,3,4560,16339,2,0,2,3,10,4040,520,98034,47.7024,-122.243,2620,11561,1,20899,1220000,1
1942,0,72,0,3,1.75,1660,10819,1,0,0,4,7,1240,420,98177,47.7045,-122.379,3110,11853,0,12479,650000,0
2014,0,0,0,3,2.25,1540,1270,3,0,0,3,7,1540,0,98103,47.6935,-122.341,1230,1454,0,2810,449950,0
2004,0,11,0,5,2.5,2400,4496,2,0,0,3,7,2400,0,98042,47.3692,-122.126,1880,4319,0,6896,338000,0
1987,0,28,0,3,2,2250,222156,1,0,0,3,7,2250,0,98065,47.542,-121.792,2110,121968,0,224406,474950,0
1909,0,105,0,4,2.25,2630,4000,2,0,0,5,9,1810,820,98102,47.6393,-122.317,2370,4700,1,6630,1050000,0
1986,0,28,0,3,2.5,2100,7851,2,0,0,3,8,2100,0,98052,47.7242,-122.105,2100,8187,0,9951,515000,0
1996,0,18,0,3,2.5,1610,4611,2,0,0,3,8,1610,0,98029,47.5678,-122.004,1730,4461,0,6221,505000,0
2002,0,13,0,3,2.5,2620,6842,2,0,0,3,7,2620,0,98053,47.6846,-122.037,2280,4800,0,9462,635000,0
1940,0,75,0,3,1,2040,7936,1,0,3,5,8,1680,360,98177,47.7028,-122.385,2300,10080,0,9976,1300000,1
1973,0,41,0,3,1,1090,8640,1,0,0,4,6,1090,0,98166,47.459,-122.355,1260,8400,0,9730,285000,0
1955,0,59,0,3,1,1320,11090,1,0,0,3,7,1320,0,98155,47.7748,-122.304,1320,8319,0,12410,275000,0
1953,0,61,0,2,2.5,2720,16637,1,0,3,3,10,2160,560,98118,47.5499,-122.264,2880,7320,1,19357,1440000,1
1968,0,46,0,4,2.5,2430,11870,1,0,0,5,8,1590,840,98155,47.7761,-122.285,2430,9600,0,14300,605000,0
1919,0,95,0,5,1,1670,6400,1.5,0,0,3,8,1670,0,98119,47.6542,-122.373,1910,2983,0,8070,1300000,1
1942,0,72,0,2,1,1090,5000,1,0,0,4,7,730,360,98126,47.5258,-122.378,990,5250,0,6090,356700,0
1941,0,73,0,2,1,900,8556,1,0,0,3,6,760,140,98136,47.5148,-122.386,1500,8556,0,9456,315000,0
2006,0,9,0,4,2.5,2880,8833,2,0,0,3,7,2880,0,98065,47.5388,-121.89,2570,5234,0,11713,536000,0
1990,0,24,0,4,2.5,2840,9354,2,0,0,3,10,2840,0,98074,47.6274,-122.04,2540,10200,1,12194,650000,0
1994,0,20,0,4,3.75,3820,53574,1,0,0,3,10,3820,0,98072,47.7337,-122.121,3140,54014,1,57394,1220000,1
1958,0,57,0,5,1.75,2030,10200,1,0,0,4,7,2030,0,98002,47.2867,-122.209,1760,11550,0,12230,246000,0
2002,0,13,0,4,2.5,3180,9603,2,0,2,3,9,3180,0,98155,47.7717,-122.277,2440,15261,1,12783,780000,0
1940,0,74,0,5,4.75,6390,13180,2,0,0,3,10,4560,1830,98112,47.6312,-122.291,4010,8137,1,19570,2470000,1
1939,1969,75,45,4,2,3140,10875,1,0,1,3,7,1940,1200,98199,47.6656,-122.406,3300,10080,0,14015,775000,0
1982,2011,32,3,4,3,2170,4000,2,0,0,4,9,1610,560,98112,47.6196,-122.292,1670,4000,1,6170,831000,0
2003,0,12,0,4,2.5,2460,5440,2,0,0,3,9,2460,0,98058,47.448,-122.121,2460,5124,1,7900,425000,0
1927,0,88,0,5,3.75,4590,11265,2,0,0,4,11,3450,1140,98112,47.6389,-122.288,3870,8996,1,15855,3000000,1
1943,0,71,0,5,2,1750,10284,1,0,0,4,5,1750,0,98056,47.5094,-122.182,1560,9010,0,12034,190000,0
2012,0,2,0,5,2.5,2690,5557,2,0,0,3,7,2690,0,98178,47.4914,-122.253,2090,10500,0,8247,279000,0
1950,0,65,0,3,1.75,1380,4590,1,0,0,2,7,930,450,98115,47.6841,-122.293,1320,4692,0,5970,740000,0
1960,0,54,0,3,2.5,1430,10200,1,0,0,3,7,1430,0,98033,47.7012,-122.166,1470,10350,0,11630,405000,0
1987,0,28,0,4,2.5,4020,44431,2,0,0,3,10,4020,0,98072,47.7467,-122.132,3440,52900,1,48451,818000,0
1900,0,114,0,3,1.5,1940,2885,1.5,0,2,3,8,1940,0,98119,47.6308,-122.369,2550,3600,0,4825,1330000,1
1959,0,55,0,3,1.75,1760,11371,1,0,0,5,8,1760,0,98155,47.7616,-122.273,2220,19884,0,13131,455000,0
1987,0,27,0,4,2.5,2640,8625,2,0,0,3,8,2640,0,98058,47.4598,-122.15,2240,8700,0,11265,429900,0
1988,0,27,0,3,2.5,1770,9450,1,0,0,3,8,1770,0,98001,47.3196,-122.272,2200,8582,0,11220,289950,0
1954,0,60,0,3,1,2150,7007,1,0,0,3,6,2150,0,98177,47.7615,-122.362,1720,9000,0,9157,300000,0
1969,0,45,0,3,1,1010,9514,1,0,0,3,7,1010,0,98059,47.4936,-122.105,1010,9514,0,10524,270000,0
